,hhid,year,month,kwh,t
2275,9915,2014,7,1.397127935,19
2276,9915,2014,8,1.558201478,20
2277,9915,2014,9,1.118445116,21
2278,9915,2014,10,0.762880063,22
2279,9915,2014,11,0.517193241,23
2280,9915,2014,12,0.673091151,24
2281,9926,2013,1,0.733623253,1
2282,9926,2013,2,0.728114311,2
2283,9926,2013,3,0.710157549,3
2284,9926,2013,4,0.815975185,4
2285,9926,2013,5,1.07389608,5
2286,9926,2013,6,1.546404306,6
2287,9926,2013,7,1.509417675,7
2288,9926,2013,8,1.591789875,8
2289,9926,2013,9,1.393560162,9
2290,9926,2013,10,0.963340255,10
2291,9926,2013,11,0.811762639,11
2292,9926,2013,12,0.847736335,12
2293,9926,2014,1,0.850638911,13
2294,9926,2014,2,0.798942386,14
2295,9926,2014,3,0.783303651,15
2296,9926,2014,4,0.867595,16
2297,9926,2014,5,0.958487254,17
2298,9926,2014,6,1.387043681,18
2299,9926,2014,7,1.506763978,19
2300,9926,2014,8,1.61817789,20
2301,9926,2014,9,1.260316088,21
2302,9926,2014,10,0.933877711,22
2303,9926,2014,11,0.736222593,23
2304,9926,2014,12,0.779570273,24
2305,9939,2013,1,0.745979839,1
2306,9939,2013,2,0.660643304,2
2307,9939,2013,3,0.70612724,3
2308,9939,2013,4,0.784806667,4
2309,9939,2013,5,1.182907124,5
2310,9939,2013,6,2.011331296,6
2311,9939,2013,7,1.746619691,7
2312,9939,2013,8,2.0886306,8
2313,9939,2013,9,1.578803009,9
2314,9939,2013,10,0.879882415,10
2315,9939,2013,11,0.774822315,11
2316,9939,2013,12,0.859342742,12
2317,9939,2014,1,1.297708669,13
2318,9939,2014,2,0.967524405,14
2319,9939,2014,3,0.615066622,15
2320,9939,2014,4,0.837201852,16
2321,9939,2014,5,1.058061223,17
2322,9939,2014,6,1.934141181,18
2323,9939,2014,7,2.152217316,19
2324,9939,2014,8,2.576318728,20
2325,9939,2014,9,1.70765581,21
2326,9939,2014,10,1.107281474,22
2327,9939,2014,11,1.234868866,23
2328,9939,2014,12,1.110596841,24
