custid,yearmonthid,kwh
576,200812,4378
576,200901,8298
576,200902,7191
576,200903,5492
576,200904,4827
576,200905,1711
576,200906,567
576,200907,680
576,200908,444
576,200909,581
576,200910,492
576,200911,2671
576,200912,3039
576,201001,6110
576,201002,6050
576,201003,4674
576,201004,2828
576,201005,1513
576,201006,1256
576,201007,674
577,200808,531
577,200809,588
577,200810,430
577,200811,466
577,200812,550
577,200901,609
577,200902,507
577,200903,571
577,200904,466
577,200905,458
577,200906,402
577,200907,492
577,200908,408
577,200909,432
577,200910,677
577,200911,673
577,200912,687
577,201001,1310
577,201002,1229
577,201003,1095
577,201004,916
577,201005,792
577,201006,714
577,201007,639
578,200808,898
578,200809,1116
578,200810,781
578,200811,757
578,200812,957
578,200901,894
578,200902,914
578,200903,870
578,200904,685
578,200905,682
578,200906,549
578,200907,659
578,200908,740
578,200909,965
578,200910,712
578,200911,710
578,200912,795
578,201001,894
578,201002,719
578,201003,744
578,201004,731
578,201005,678
578,201006,677
578,201007,803
579,200808,900
579,200809,890
579,200810,569
579,200811,600
579,200812,593
579,200901,646
579,200902,618
579,200903,525
579,200904,450
579,200905,565
579,200906,486
579,200907,579
579,200908,503
579,200909,623
579,200910,541
579,200911,571
579,200912,636
579,201001,673
579,201002,582
579,201003,583
579,201004,518
579,201005,480
579,201006,502
579,201007,782
580,200808,122
580,200809,154
580,200810,113
580,200811,111
580,200812,135
580,200901,161
580,200902,135
580,200903,166
580,200904,140
580,200905,147
580,200906,140
580,200907,153
580,200908,155
580,200909,176
580,200910,152
580,200911,162
580,200912,162
580,201001,178
580,201002,171
580,201003,177
580,201004,148
580,201005,159
580,201006,156
580,201007,168
581,200808,521
581,200809,572
581,200810,473
581,200811,546
581,200812,653
581,200901,748
581,200902,674
581,200903,689
581,200904,476
581,200905,557
581,200906,474
581,200907,540
581,200908,557
581,200909,512
581,200910,492
581,200911,573
581,200912,665
581,201001,827
581,201002,684
581,201003,697
581,201004,575
581,201005,609
581,201006,472
581,201007,579
582,200808,461
582,200809,435
582,200810,498
582,200811,587
582,200812,1421
582,200901,2263
582,200902,2165
582,200903,1770
582,200904,1318
582,200905,1094
582,200906,801
582,200907,666
582,200908,509
582,200909,602
582,200910,679
582,200911,1286
582,200912,1398
582,201001,2093
582,201002,2109
582,201003,1868
582,201004,1315
582,201005,1268
582,201006,717
582,201007,749
583,200808,144
583,200809,83
583,200810,218
583,200811,403
583,200812,837
583,200901,1542
583,200902,1870
583,200903,1581
583,200904,1036
583,200905,747
583,200906,444
583,200907,295
583,200908,35
583,200909,24
583,200910,26
583,200911,503
583,200912,658
583,201001,1539
583,201002,1398
583,201003,1213
583,201004,868
583,201005,563
583,201006,163
583,201007,0
584,200808,1450
584,200809,1112
584,200810,995
584,200811,1010
584,200812,873
584,200901,957
584,200902,916
584,200903,801
584,200904,715
584,200905,743
584,200906,708
584,200907,1267
584,200908,1289
584,200909,1458
584,200910,1335
584,200911,1019
584,200912,812
584,201001,1018
584,201002,883
584,201003,832
584,201004,732
584,201005,784
584,201006,844
584,201007,1312
585,200808,1271
585,200809,1247
585,200810,1220
585,200811,1145
585,200812,1172
585,200901,1539
585,200902,1157
585,200903,2069
585,200904,1097
585,200905,1163
585,200906,1163
585,200907,1489
585,200908,1097
585,200909,1250
585,200910,1387
585,200911,1338
585,200912,1169
585,201001,1494
585,201002,1306
585,201003,1167
585,201004,1155
585,201005,1082
585,201006,959
585,201007,1550
586,200808,1041
586,200809,1260
586,200810,1201
586,200811,1662
586,200812,1258
586,200901,1310
586,200902,2270
586,200903,1793
586,200904,1880
586,200905,1280
586,200906,1148
586,200907,1401
586,200908,1004
586,200909,1243
586,200910,1392
586,200911,1512
586,200912,1402
586,201001,2120
586,201002,2274
586,201003,1684
586,201004,1637
586,201005,1351
586,201006,1231
586,201007,1430
587,200808,649
587,200809,549
587,200810,688
587,200811,655
587,200812,770
587,200901,1091
587,200902,978
587,200903,943
587,200904,844
587,200905,629
587,200906,528
587,200907,674
587,200908,508
587,200909,568
587,200910,527
587,200911,616
587,200912,655
587,201001,1155
587,201002,929
587,201003,916
587,201004,961
587,201005,786
587,201006,706
587,201007,704
588,200808,921
588,200809,1130
588,200810,1026
588,200811,924
588,200812,1082
588,200901,1031
588,200902,1076
588,200903,1111
588,200904,1083
588,200905,714
588,200906,1018
588,200907,1117
588,200908,1033
588,200909,1201
588,200910,990
588,200911,902
588,200912,781
588,201001,1381
588,201002,971
588,201003,1071
588,201004,940
588,201005,926
588,201006,893
588,201007,988
589,200808,607
589,200809,545
589,200810,371
589,200811,728
589,200812,845
589,200901,1315
589,200902,1357
589,200903,1228
589,200904,606
589,200905,450
589,200906,287
589,200907,449
589,200908,439
589,200909,519
589,200910,551
589,200911,418
589,200912,795
589,201001,1077
589,201002,1064
589,201003,621
589,201004,369
589,201005,423
589,201006,424
589,201007,601
590,200808,749
590,200809,665
590,200810,606
590,200811,643
590,200812,766
590,200901,779
590,200902,743
590,200903,667
590,200904,577
590,200905,592
590,200906,662
590,200907,675
590,200908,630
590,200909,632
590,200910,555
590,200911,583
590,200912,696
590,201001,711
590,201002,641
590,201003,682
590,201004,546
590,201005,618
590,201006,530
590,201007,767
591,200808,293
591,200809,371
591,200810,339
591,200811,476
591,200812,397
591,200901,533
591,200902,1588
591,200903,1295
591,200904,362
591,200905,393
591,200906,393
591,200907,310
591,200908,291
591,200909,428
591,200910,274
591,200911,374
591,200912,514
591,201001,724
591,201002,404
591,201003,261
591,201004,236
591,201005,210
591,201006,367
591,201007,229
592,200808,757
592,200809,690
592,200810,1384
592,200811,708
592,200812,1056
592,200901,1558
592,200902,1260
592,200903,1177
592,200904,917
592,200905,709
592,200906,528
592,200907,775
592,200908,948
592,200909,923
592,200910,862
592,200911,827
592,200912,1001
592,201001,1377
592,201002,1211
592,201003,859
592,201004,742
592,201005,673
592,201006,711
592,201007,902
593,200808,626
593,200809,776
593,200810,586
593,200811,789
593,200812,1010
593,200901,1682
593,200902,943
593,200903,1239
593,200904,470
593,200905,516
593,200906,516
593,200907,619
593,200908,743
593,200909,771
593,200910,616
593,200911,894
593,200912,776
593,201001,1583
593,201002,1340
593,201003,1576
593,201004,1130
593,201005,802
593,201006,861
593,201007,635
594,200808,281
594,200809,295
594,200810,299
594,200811,303
594,200812,461
594,200901,319
594,200902,449
594,200903,354
594,200904,299
594,200905,286
594,200906,313
594,200907,320
594,200908,275
594,200909,290
594,200910,268
594,200911,269
594,200912,296
594,201001,416
594,201002,299
594,201003,306
594,201004,248
594,201005,270
594,201006,245
594,201007,294
595,200808,1062
595,200809,1217
595,200810,1041
595,200811,645
595,200812,751
595,200901,862
595,200902,841
595,200903,789
595,200904,627
595,200905,633
595,200906,722
595,200907,932
595,200908,1000
595,200909,1074
595,200910,656
595,200911,612
595,200912,1254
595,201001,1740
595,201002,2617
595,201003,1129
595,201004,523
595,201005,609
595,201006,675
595,201007,1137
596,200808,620
596,200809,621
596,200810,551
596,200811,1172
596,200812,1396
596,200901,1778
596,200902,1956
596,200903,4344
596,200904,967
596,200905,849
596,200906,849
596,200907,793
596,200908,650
596,200909,608
596,200910,631
596,200911,1387
596,200912,1534
596,201001,1852
596,201002,2074
596,201003,2321
596,201004,2272
596,201005,1679
596,201006,1297
596,201007,874
597,200808,492
597,200809,432
597,200810,351
597,200811,366
597,200812,386
597,200901,499
597,200902,601
597,200903,444
597,200904,378
597,200905,385
597,200906,349
597,200907,441
597,200908,434
597,200909,459
597,200910,346
597,200911,336
597,200912,316
597,201001,438
597,201002,479
597,201003,359
597,201004,329
597,201005,308
597,201006,301
597,201007,420
598,200808,934
598,200809,1207
598,200810,978
598,200811,1187
598,200812,1024
598,200901,1407
598,200902,1079
598,200903,2189
598,200904,994
598,200905,1010
598,200906,1010
598,200907,923
598,200908,1016
598,200909,791
598,200910,963
598,200911,1155
598,200912,978
598,201001,1901
598,201002,1425
598,201003,1122
598,201004,1120
598,201005,1085
598,201006,1194
598,201007,1161
599,200808,911
599,200809,955
599,200810,1030
599,200811,1110
599,200812,1074
599,200901,1314
599,200902,1616
599,200903,2447
599,200904,1084
599,200905,1013
599,200906,1013
599,200907,1085
599,200908,1034
599,200909,1044
599,200910,1002
599,200911,1174
599,200912,1140
599,201001,1124
599,201002,1006
599,201003,978
599,201004,882
599,201005,972
599,201006,882
599,201007,980
600,200808,1407
600,200809,1231
600,200810,1334
600,200811,2783
600,200812,4039
600,200901,6166
600,200902,3535
600,200903,6177
600,200904,3063
600,200905,2626
600,200906,2626
600,200907,1793
600,200908,1221
600,200909,1086
600,200910,1010
600,200911,3544
600,200912,3541
600,201001,3029
600,201002,2183
600,201003,4173
600,201004,3631
600,201005,2806
600,201006,2159
600,201007,1225
601,200808,416
601,200809,392
601,200810,933
601,200811,1584
601,200812,1983
601,200901,3432
601,200902,3031
601,200903,2545
601,200904,2366
601,200905,1116
601,200906,946
601,200907,629
601,200908,427
601,200909,491
601,200910,397
601,200911,1361
601,200912,1295
601,201001,2842
601,201002,3085
601,201003,2339
601,201004,1525
601,201005,824
601,201006,651
601,201007,177
602,200808,913
602,200809,1208
602,200810,707
602,200811,891
602,200812,1010
602,200901,1035
602,200902,1028
602,200903,1022
602,200904,1738
602,200905,1687
602,200906,1031
602,200907,742
602,200908,1272
602,200909,1107
602,200910,756
602,200911,2303
602,200912,3778
602,201001,5822
602,201002,5221
602,201003,4051
602,201004,1979
602,201005,1241
602,201006,749
602,201007,875
603,200808,455
603,200809,413
603,200810,562
603,200811,1242
603,200812,2539
603,200901,3273
603,200902,3488
603,200903,2729
603,200904,2090
603,200905,1418
603,200906,633
603,200907,540
603,200908,411
603,200909,440
603,200910,574
603,200911,1499
603,200912,1579
603,201001,3140
603,201002,2906
603,201003,2420
603,201004,1495
603,201005,1244
603,201006,622
603,201007,463
604,200808,275
604,200809,541
604,200810,644
604,200811,359
604,200812,367
604,200901,445
604,200902,357
604,200903,402
604,200904,327
604,200905,348
604,200906,473
604,200907,157
604,200908,302
604,200909,406
604,200910,366
604,200911,406
604,200912,389
604,201001,403
604,201002,339
604,201003,371
604,201004,349
604,201005,357
604,201006,261
604,201007,433
605,200808,276
605,200809,426
605,200810,491
605,200811,522
605,200812,639
605,200901,869
605,200902,605
605,200903,640
605,200904,456
605,200905,398
605,200906,429
605,200907,371
605,200908,337
605,200909,295
605,200910,378
605,200911,571
605,200912,541
605,201001,640
605,201002,544
605,201003,597
605,201004,430
605,201005,563
605,201006,325
605,201007,368
606,200808,956
606,200809,828
606,200810,604
606,200811,666
606,200812,747
606,200901,861
606,200902,653
606,200903,584
606,200904,547
606,200905,680
606,200906,597
606,200907,787
606,200908,695
606,200909,793
606,200910,688
606,200911,717
606,200912,727
606,201001,921
606,201002,855
606,201003,769
606,201004,642
606,201005,698
606,201006,569
606,201007,836
607,200808,1108
607,200809,1121
607,200810,1067
607,200811,1132
607,200812,1062
607,200901,1526
607,200902,1126
607,200903,2031
607,200904,875
607,200905,1036
607,200906,1036
607,200907,1086
607,200908,1073
607,200909,973
607,200910,1075
607,200911,1158
607,200912,1103
607,201001,1327
607,201002,1262
607,201003,1007
607,201004,832
607,201005,1177
607,201006,1074
607,201007,1098
608,200808,273
608,200809,228
608,200810,134
608,200811,208
608,200812,204
608,200901,240
608,200902,238
608,200903,233
608,200904,177
608,200905,191
608,200906,149
608,200907,234
608,200908,162
608,200909,177
608,200910,169
608,200911,185
608,200912,177
608,201001,251
608,201002,257
608,201003,236
608,201004,185
608,201005,184
608,201006,150
608,201007,243
609,200808,572
609,200809,723
609,200810,830
609,200811,726
609,200812,568
609,200901,591
609,200902,688
609,200903,612
609,200904,445
609,200905,415
609,200906,466
609,200907,625
609,200908,572
609,200909,606
609,200910,536
609,200911,522
609,200912,625
609,201001,775
609,201002,728
609,201003,592
609,201004,316
609,201005,476
609,201006,351
609,201007,551
610,200808,766
610,200809,806
610,200810,821
610,200811,764
610,200812,1117
610,200901,1241
610,200902,1001
610,200903,915
610,200904,743
610,200905,759
610,200906,732
610,200907,859
610,200908,719
610,200909,912
610,200910,843
610,200911,850
610,200912,1069
610,201001,1265
610,201002,1103
610,201003,948
610,201004,795
610,201005,888
610,201006,722
610,201007,859
611,200808,778
611,200809,954
611,200810,679
611,200811,741
611,200812,785
611,200901,1809
611,200902,1332
611,200903,1947
611,200904,565
611,200905,784
611,200906,784
611,200907,809
611,200908,729
611,200909,762
611,200910,723
611,200911,739
611,200912,706
611,201001,926
611,201002,768
611,201003,682
611,201004,830
611,201005,675
611,201006,679
611,201007,614
612,200808,0
612,200809,2138
612,200810,1605
612,200811,0
612,200812,4230
612,200901,0
612,200902,3818
612,200903,3673
612,200904,2461
612,200905,2024
612,200906,0
612,200907,1697
612,200908,1831
612,200909,2246
612,200910,4069
612,200911,0
612,200912,6369
612,201001,0
612,201002,4416
612,201003,4131
612,201004,6309
612,201005,0
612,201006,2374
612,201007,3046
613,200808,958
613,200809,1032
613,200810,723
613,200811,1367
613,200812,1366
613,200901,1634
613,200902,1477
613,200903,1030
613,200904,1143
613,200905,1259
613,200906,424
613,200907,542
613,200908,439
613,200909,546
613,200910,374
613,200911,304
613,200912,847
613,201001,1242
613,201002,1016
613,201003,1206
613,201004,671
613,201005,278
613,201006,583
613,201007,723
614,200808,1110
614,200809,1196
614,200810,690
614,200811,743
614,200812,861
614,200901,904
614,200902,736
614,200903,745
614,200904,592
614,200905,734
614,200906,650
614,200907,1126
614,200908,1091
614,200909,946
614,200910,805
614,200911,747
614,200912,770
614,201001,939
614,201002,822
614,201003,714
614,201004,562
614,201005,691
614,201006,621
614,201007,1277
615,200808,2418
615,200809,2341
615,200810,1379
615,200811,1484
615,200812,1591
615,200901,2113
615,200902,1523
615,200903,2787
615,200904,1153
615,200905,1367
615,200906,1367
615,200907,1844
615,200908,1873
615,200909,1708
615,200910,1323
615,200911,1611
615,200912,1613
615,201001,1773
615,201002,1676
615,201003,1547
615,201004,1431
615,201005,1439
615,201006,1415
615,201007,1414
616,200808,749
616,200809,872
616,200810,812
616,200811,746
616,200812,1036
616,200901,1465
616,200902,1321
616,200903,1207
616,200904,885
616,200905,728
616,200906,670
616,200907,737
616,200908,671
616,200909,820
616,200910,781
616,200911,737
616,200912,902
616,201001,1251
616,201002,1013
616,201003,974
616,201004,708
616,201005,596
616,201006,678
616,201007,662
617,200808,0
617,200809,680
617,200810,605
617,200811,0
617,200812,843
617,200901,738
617,200902,646
617,200903,728
617,200904,555
617,200905,620
617,200906,842
617,200907,1016
617,200908,1091
617,200909,739
617,200910,662
617,200911,0
617,200912,1456
617,201001,807
617,201002,700
617,201003,727
617,201004,477
617,201005,524
617,201006,0
617,201007,815
618,200808,706
618,200809,724
618,200810,521
618,200811,802
618,200812,1043
618,200901,1262
618,200902,1099
618,200903,1744
618,200904,885
618,200905,891
618,200906,891
618,200907,679
618,200908,702
618,200909,681
618,200910,758
618,200911,764
618,200912,693
618,201001,846
618,201002,871
618,201003,847
618,201004,755
618,201005,754
618,201006,743
618,201007,720
619,200808,774
619,200809,918
619,200810,1023
619,200811,651
619,200812,837
619,200901,1078
619,200902,1009
619,200903,1205
619,200904,953
619,200905,601
619,200906,535
619,200907,478
619,200908,623
619,200909,576
619,200910,592
619,200911,582
619,200912,693
619,201001,805
619,201002,778
619,201003,716
619,201004,691
619,201005,602
619,201006,372
619,201007,777
620,200808,830
620,200809,951
620,200810,920
620,200811,1244
620,200812,1721
620,200901,1697
620,200902,1817
620,200903,1900
620,200904,1796
620,200905,1901
620,200906,1216
620,200907,1204
620,200908,1257
620,200909,998
620,200910,1081
620,200911,1481
620,200912,1766
620,201001,2669
620,201002,1919
620,201003,1425
620,201004,1033
620,201005,1165
620,201006,866
620,201007,1003
621,200808,908
621,200809,1315
621,200810,1164
621,200811,1314
621,200812,1453
621,200901,3
621,200902,1444
621,200903,2660
621,200904,1014
621,200905,1140
621,200906,1140
621,200907,1078
621,200908,1039
621,200909,1089
621,200910,1082
621,200911,1457
621,200912,1388
621,201001,1793
621,201002,1445
621,201003,1340
621,201004,1141
621,201005,1172
621,201006,1062
621,201007,1138
622,200808,1016
622,200809,1064
622,200810,1042
622,200811,1320
622,200812,1494
622,200901,1704
622,200902,1714
622,200903,1451
622,200904,1240
622,200905,1162
622,200906,1039
622,200907,955
622,200908,825
622,200909,933
622,200910,867
622,200911,1156
622,200912,1088
622,201001,1431
622,201002,1302
622,201003,1137
622,201004,1004
622,201005,934
622,201006,906
622,201007,1514
623,200808,544
623,200809,535
623,200810,429
623,200811,342
623,200812,195
623,200901,299
623,200902,322
623,200903,270
623,200904,234
623,200905,235
623,200906,306
623,200907,458
623,200908,560
623,200909,603
623,200910,543
623,200911,316
623,200912,208
623,201001,335
623,201002,318
623,201003,285
623,201004,241
623,201005,235
623,201006,253
623,201007,524
624,200808,1868
624,200809,1848
624,200810,1803
624,200811,2376
624,200812,2571
624,200901,2433
624,200902,2441
624,200903,2095
624,200904,2071
624,200905,2083
624,200906,2122
624,200907,1952
624,200908,1553
624,200909,1958
624,200910,1542
624,200911,2065
624,200912,2071
624,201001,2359
624,201002,2382
624,201003,2054
624,201004,1910
624,201005,1991
624,201006,1683
624,201007,1980
625,200808,399
625,200809,367
625,200810,269
625,200811,429
625,200812,499
625,200901,550
625,200902,425
625,200903,434
625,200904,335
625,200905,402
625,200906,358
625,200907,404
625,200908,450
625,200909,363
625,200910,247
625,200911,521
625,200912,514
625,201001,526
625,201002,444
625,201003,420
625,201004,485
625,201005,457
625,201006,337
625,201007,488
626,200808,0
626,200809,1454
626,200810,786
626,200811,940
626,200812,1294
626,200901,1003
626,200902,1101
626,200903,1093
626,200904,744
626,200905,922
626,200906,857
626,200907,0
626,200908,1384
626,200909,1175
626,200910,1213
626,200911,1267
626,200912,1359
626,201001,1064
626,201002,1133
626,201003,765
626,201004,1180
626,201005,921
626,201006,798
626,201007,1017
627,200808,714
627,200809,998
627,200810,798
627,200811,971
627,200812,1434
627,200901,2617
627,200902,2255
627,200903,3139
627,200904,897
627,200905,699
627,200906,699
627,200907,591
627,200908,598
627,200909,706
627,200910,589
627,200911,1140
627,200912,980
627,201001,2621
627,201002,2339
627,201003,1819
627,201004,1038
627,201005,799
627,201006,628
627,201007,518
628,200808,1057
628,200809,838
628,200810,1422
628,200811,1973
628,200812,2272
628,200901,3801
628,200902,3615
628,200903,2957
628,200904,2159
628,200905,858
628,200906,642
628,200907,769
628,200908,757
628,200909,711
628,200910,980
628,200911,2170
628,200912,2353
628,201001,3953
628,201002,3180
628,201003,3183
628,201004,2367
628,201005,2072
628,201006,1566
628,201007,1375
629,200808,1013
629,200809,1421
629,200810,886
629,200811,1058
629,200812,1051
629,200901,1357
629,200902,1295
629,200903,2172
629,200904,908
629,200905,883
629,200906,883
629,200907,1004
629,200908,823
629,200909,788
629,200910,834
629,200911,839
629,200912,969
629,201001,1426
629,201002,1093
629,201003,984
629,201004,882
629,201005,850
629,201006,940
629,201007,1006
630,200808,1100
630,200809,1116
630,200810,1309
630,200811,2084
630,200812,4279
630,200901,5888
630,200902,5968
630,200903,4616
630,200904,3722
630,200905,2754
630,200906,1453
630,200907,1370
630,200908,1208
630,200909,1636
630,200910,1528
630,200911,3065
630,200912,3156
630,201001,5706
630,201002,4785
630,201003,3643
630,201004,2710
630,201005,1813
630,201006,1065
630,201007,1090
631,200808,1839
631,200809,1864
631,200810,1911
631,200811,2040
631,200812,1946
631,200901,2824
631,200902,1940
631,200903,3875
631,200904,1751
631,200905,1420
631,200906,1420
631,200907,1549
631,200908,1479
631,200909,1527
631,200910,1558
631,200911,1768
631,200912,2060
631,201001,2657
631,201002,2448
631,201003,2151
631,201004,1938
631,201005,1929
631,201006,2177
631,201007,1903
632,200808,0
632,200809,0
632,200810,0
632,200811,0
632,200812,0
632,200901,0
632,200902,0
632,200903,0
632,200904,0
632,200905,0
632,200906,0
632,200907,0
632,200908,0
632,200909,0
632,200910,0
632,200911,0
632,200912,0
632,201001,0
632,201002,0
632,201003,0
632,201004,0
632,201005,0
632,201006,0
632,201007,0
633,200808,151
633,200809,143
633,200810,127
633,200811,128
633,200812,154
633,200901,217
633,200902,264
633,200903,228
633,200904,174
633,200905,150
633,200906,116
633,200907,130
633,200908,135
633,200909,119
633,200910,112
633,200911,107
633,200912,61
633,201001,30
633,201002,32
633,201003,41
633,201004,54
633,201005,69
633,201006,90
633,201007,88
634,200808,855
634,200809,919
634,200810,793
634,200811,529
634,200812,696
634,200901,1114
634,200902,1241
634,200903,1051
634,200904,820
634,200905,788
634,200906,611
634,200907,683
634,200908,655
634,200909,1202
634,200910,1065
634,200911,1120
634,200912,1130
634,201001,1095
634,201002,992
634,201003,882
634,201004,732
634,201005,669
634,201006,537
634,201007,645
635,200808,232
635,200809,204
635,200810,168
635,200811,181
635,200812,229
635,200901,209
635,200902,196
635,200903,189
635,200904,169
635,200905,162
635,200906,200
635,200907,175
635,200908,162
635,200909,186
635,200910,190
635,200911,212
635,200912,259
635,201001,259
635,201002,208
635,201003,212
635,201004,171
635,201005,197
635,201006,177
635,201007,259
636,200808,195
636,200809,166
636,200810,211
636,200811,247
636,200812,299
636,200901,339
636,200902,302
636,200903,279
636,200904,237
636,200905,192
636,200906,191
636,200907,235
636,200908,287
636,200909,286
636,200910,229
636,200911,246
636,200912,320
636,201001,339
636,201002,289
636,201003,297
636,201004,229
636,201005,206
636,201006,203
636,201007,423
637,200808,865
637,200809,806
637,200810,688
637,200811,505
637,200812,534
637,200901,553
637,200902,521
637,200903,475
637,200904,420
637,200905,520
637,200906,548
637,200907,841
637,200908,766
637,200909,999
637,200910,586
637,200911,508
637,200912,507
637,201001,581
637,201002,577
637,201003,561
637,201004,570
637,201005,572
637,201006,819
637,201007,954
638,200808,686
638,200809,630
638,200810,641
638,200811,748
638,200812,847
638,200901,845
638,200902,975
638,200903,817
638,200904,744
638,200905,658
638,200906,549
638,200907,739
638,200908,548
638,200909,625
638,200910,623
638,200911,723
638,200912,830
638,201001,1083
638,201002,1044
638,201003,963
638,201004,803
638,201005,525
638,201006,611
638,201007,626
639,200808,627
639,200809,866
639,200810,765
639,200811,763
639,200812,714
639,200901,870
639,200902,824
639,200903,734
639,200904,587
639,200905,781
639,200906,707
639,200907,796
639,200908,972
639,200909,827
639,200910,873
639,200911,840
639,200912,730
639,201001,875
639,201002,668
639,201003,723
639,201004,742
639,201005,891
639,201006,818
639,201007,1024
640,200808,476
640,200809,458
640,200810,517
640,200811,778
640,200812,1452
640,200901,3602
640,200902,2818
640,200903,3983
640,200904,888
640,200905,688
640,200906,688
640,200907,862
640,200908,830
640,200909,585
640,200910,664
640,200911,1188
640,200912,1138
640,201001,2723
640,201002,2673
640,201003,1999
640,201004,1357
640,201005,914
640,201006,939
640,201007,782
641,200808,35
641,200809,40
641,200810,48
641,200811,52
641,200812,57
641,200901,56
641,200902,46
641,200903,44
641,200904,36
641,200905,32
641,200906,28
641,200907,30
641,200908,35
641,200909,40
641,200910,48
641,200911,52
641,200912,57
641,201001,56
641,201002,46
641,201003,44
641,201004,36
641,201005,32
641,201006,0
641,201007,28
642,200808,21
642,200809,17
642,200810,0
642,200811,0
642,200812,1
642,200901,0
642,200902,0
642,200903,0
642,200904,0
642,200905,0
642,200906,0
642,200907,31
642,200908,8
642,200909,21
642,200910,6
642,200911,0
642,200912,0
642,201001,0
642,201002,0
642,201003,0
642,201004,0
642,201005,0
642,201006,18
642,201007,16
643,200808,1022
643,200809,905
643,200810,946
643,200811,933
643,200812,912
643,200901,1415
643,200902,1144
643,200903,1933
643,200904,805
643,200905,862
643,200906,862
643,200907,941
643,200908,905
643,200909,1033
643,200910,1018
643,200911,1018
643,200912,793
643,201001,1540
643,201002,1375
643,201003,1149
643,201004,810
643,201005,723
643,201006,766
643,201007,902
644,200808,345
644,200809,368
644,200810,319
644,200811,427
644,200812,534
644,200901,391
644,200902,361
644,200903,341
644,200904,371
644,200905,459
644,200906,476
644,200907,363
644,200908,301
644,200909,427
644,200910,336
644,200911,564
644,200912,527
644,201001,479
644,201002,366
644,201003,360
644,201004,502
644,201005,511
644,201006,536
644,201007,510
645,200808,803
645,200809,990
645,200810,545
645,200811,583
645,200812,494
645,200901,1479
645,200902,1381
645,200903,2067
645,200904,762
645,200905,694
645,200906,694
645,200907,735
645,200908,916
645,200909,1164
645,200910,896
645,200911,937
645,200912,543
645,201001,871
645,201002,711
645,201003,596
645,201004,621
645,201005,494
645,201006,551
645,201007,786
646,200808,442
646,200809,347
646,200810,401
646,200811,600
646,200812,766
646,200901,599
646,200902,0
646,200903,621
646,200904,476
646,200905,423
646,200906,464
646,200907,470
646,200908,641
646,200909,454
646,200910,620
646,200911,632
646,200912,718
646,201001,0
646,201002,882
646,201003,1400
646,201004,595
646,201005,0
646,201006,548
646,201007,599
647,200808,737
647,200809,670
647,200810,647
647,200811,1056
647,200812,1962
647,200901,3136
647,200902,2963
647,200903,2336
647,200904,2105
647,200905,1279
647,200906,751
647,200907,703
647,200908,570
647,200909,566
647,200910,624
647,200911,1344
647,200912,1272
647,201001,2757
647,201002,2711
647,201003,2164
647,201004,1706
647,201005,835
647,201006,746
647,201007,572
648,200808,799
648,200809,774
648,200810,737
648,200811,1456
648,200812,2833
648,200901,4009
648,200902,3711
648,200903,3470
648,200904,2363
648,200905,1227
648,200906,850
648,200907,673
648,200908,609
648,200909,761
648,200910,1006
648,200911,1344
648,200912,2805
648,201001,4488
648,201002,3854
648,201003,2397
648,201004,1779
648,201005,1616
648,201006,676
648,201007,742
649,200808,1169
649,200809,1103
649,200810,922
649,200811,997
649,200812,1081
649,200901,1143
649,200902,1158
649,200903,1053
649,200904,964
649,200905,990
649,200906,809
649,200907,978
649,200908,1067
649,200909,1213
649,200910,981
649,200911,1106
649,200912,986
649,201001,1177
649,201002,1037
649,201003,984
649,201004,901
649,201005,801
649,201006,752
649,201007,1184
650,200808,640
650,200809,702
650,200810,590
650,200811,736
650,200812,1200
650,200901,1174
650,200902,1097
650,200903,861
650,200904,756
650,200905,716
650,200906,536
650,200907,595
650,200908,717
650,200909,525
650,200910,525
650,200911,668
650,200912,827
650,201001,821
650,201002,870
650,201003,954
650,201004,619
650,201005,598
650,201006,575
650,201007,734
651,200808,1153
651,200809,1234
651,200810,1198
651,200811,1286
651,200812,1094
651,200901,1612
651,200902,1353
651,200903,2309
651,200904,1172
651,200905,1268
651,200906,1268
651,200907,1330
651,200908,1143
651,200909,1050
651,200910,1103
651,200911,1128
651,200912,1123
651,201001,1655
651,201002,1496
651,201003,1452
651,201004,1061
651,201005,1054
651,201006,1252
651,201007,1191
652,200808,567
652,200809,685
652,200810,958
652,200811,1891
652,200812,3754
652,200901,5073
652,200902,4752
652,200903,3070
652,200904,2023
652,200905,1974
652,200906,1351
652,200907,947
652,200908,611
652,200909,805
652,200910,840
652,200911,2589
652,200912,2794
652,201001,4877
652,201002,4623
652,201003,4039
652,201004,2298
652,201005,1556
652,201006,1222
652,201007,734
653,200808,630
653,200809,698
653,200810,604
653,200811,688
653,200812,714
653,200901,977
653,200902,721
653,200903,1514
653,200904,717
653,200905,1058
653,200906,1058
653,200907,953
653,200908,664
653,200909,766
653,200910,626
653,200911,841
653,200912,761
653,201001,1061
653,201002,932
653,201003,709
653,201004,650
653,201005,660
653,201006,604
653,201007,700
654,200808,200
654,200809,198
654,200810,309
654,200811,140
654,200812,203
654,200901,145
654,200902,259
654,200903,187
654,200904,146
654,200905,153
654,200906,164
654,200907,124
654,200908,55
654,200909,148
654,200910,143
654,200911,156
654,200912,179
654,201001,148
654,201002,175
654,201003,166
654,201004,139
654,201005,150
654,201006,117
654,201007,121
655,200808,250
655,200809,0
655,200810,309
655,200811,0
655,200812,498
655,200901,473
655,200902,0
655,200903,438
655,200904,352
655,200905,316
