custid,yearmonthid,kwh
359,200906,1555
359,200907,1158
359,200908,1203
359,200909,1074
359,200910,1481
359,200911,2481
359,200912,3150
359,201001,4580
359,201002,3761
359,201003,3318
359,201004,2161
359,201005,2177
359,201006,1000
359,201007,1384
360,200808,2034
360,200809,2109
360,200810,1626
360,200811,1778
360,200812,2091
360,200901,2327
360,200902,2057
360,200903,1792
360,200904,1897
360,200905,1741
360,200906,1541
360,200907,1575
360,200908,1328
360,200909,1471
360,200910,1284
360,200911,1317
360,200912,1572
360,201001,1913
360,201002,1456
360,201003,1846
360,201004,1635
360,201005,1722
360,201006,1281
360,201007,1582
361,200808,279
361,200809,309
361,200810,277
361,200811,324
361,200812,366
361,200901,449
361,200902,416
361,200903,865
361,200904,328
361,200905,382
361,200906,382
361,200907,363
361,200908,320
361,200909,264
361,200910,339
361,200911,458
361,200912,398
361,201001,449
361,201002,433
361,201003,423
361,201004,403
361,201005,364
361,201006,319
361,201007,289
362,200808,896
362,200809,943
362,200810,873
362,200811,1178
362,200812,1425
362,200901,1335
362,200902,1006
362,200903,708
362,200904,532
362,200905,533
362,200906,665
362,200907,749
362,200908,493
362,200909,693
362,200910,656
362,200911,574
362,200912,590
362,201001,679
362,201002,546
362,201003,496
362,201004,351
362,201005,440
362,201006,645
362,201007,804
363,200808,519
363,200809,662
363,200810,522
363,200811,473
363,200812,673
363,200901,882
363,200902,709
363,200903,878
363,200904,592
363,200905,405
363,200906,403
363,200907,496
363,200908,412
363,200909,473
363,200910,373
363,200911,477
363,200912,462
363,201001,712
363,201002,611
363,201003,670
363,201004,394
363,201005,320
363,201006,332
363,201007,369
364,200808,416
364,200809,449
364,200810,339
364,200811,458
364,200812,496
364,200901,752
364,200902,588
364,200903,639
364,200904,520
364,200905,555
364,200906,423
364,200907,467
364,200908,559
364,200909,506
364,200910,514
364,200911,646
364,200912,680
364,201001,827
364,201002,588
364,201003,612
364,201004,517
364,201005,671
364,201006,468
364,201007,535
365,200808,0
365,200809,887
365,200810,1094
365,200811,729
365,200812,788
365,200901,1016
365,200902,580
365,200903,713
365,200904,550
365,200905,650
365,200906,789
365,200907,516
365,200908,694
365,200909,624
365,200910,573
365,200911,0
365,200912,1355
365,201001,734
365,201002,0
365,201003,1352
365,201004,656
365,201005,699
365,201006,0
365,201007,798
366,200808,75
366,200809,78
366,200810,70
366,200811,98
366,200812,107
366,200901,125
366,200902,145
366,200903,226
366,200904,189
366,200905,99
366,200906,95
366,200907,113
366,200908,117
366,200909,95
366,200910,90
366,200911,93
366,200912,113
366,201001,247
366,201002,142
366,201003,102
366,201004,89
366,201005,77
366,201006,75
366,201007,115
367,200808,784
367,200809,659
367,200810,1026
367,200811,1146
367,200812,1190
367,200901,2335
367,200902,1727
367,200903,3326
367,200904,1284
367,200905,1309
367,200906,1309
367,200907,966
367,200908,938
367,200909,1136
367,200910,921
367,200911,1464
367,200912,1417
367,201001,2088
367,201002,1658
367,201003,1285
367,201004,1253
367,201005,1126
367,201006,1198
367,201007,1279
368,200808,484
368,200809,540
368,200810,383
368,200811,562
368,200812,632
368,200901,817
368,200902,615
368,200903,1281
368,200904,528
368,200905,398
368,200906,398
368,200907,592
368,200908,561
368,200909,586
368,200910,499
368,200911,530
368,200912,554
368,201001,734
368,201002,691
368,201003,535
368,201004,544
368,201005,549
368,201006,522
368,201007,502
369,200808,588
369,200809,540
369,200810,497
369,200811,567
369,200812,616
369,200901,819
369,200902,779
369,200903,645
369,200904,697
369,200905,664
369,200906,615
369,200907,668
369,200908,480
369,200909,557
369,200910,447
369,200911,648
369,200912,551
369,201001,717
369,201002,589
369,201003,550
369,201004,634
369,201005,542
369,201006,514
369,201007,490
370,200808,706
370,200809,778
370,200810,660
370,200811,715
370,200812,843
370,200901,1094
370,200902,1268
370,200903,1236
370,200904,920
370,200905,790
370,200906,723
370,200907,620
370,200908,694
370,200909,728
370,200910,752
370,200911,847
370,200912,1142
370,201001,1561
370,201002,1257
370,201003,1144
370,201004,788
370,201005,717
370,201006,522
370,201007,978
371,200808,591
371,200809,636
371,200810,703
371,200811,569
371,200812,768
371,200901,882
371,200902,983
371,200903,671
371,200904,642
371,200905,562
371,200906,651
371,200907,620
371,200908,699
371,200909,575
371,200910,623
371,200911,569
371,200912,820
371,201001,951
371,201002,602
371,201003,982
371,201004,753
371,201005,845
371,201006,500
371,201007,792
372,200808,1214
372,200809,1437
372,200810,1328
372,200811,1685
372,200812,3880
372,200901,6195
372,200902,5885
372,200903,6203
372,200904,4117
372,200905,2695
372,200906,2119
372,200907,1448
372,200908,1254
372,200909,1479
372,200910,1032
372,200911,2115
372,200912,3105
372,201001,6765
372,201002,5915
372,201003,4971
372,201004,2934
372,201005,1776
372,201006,1716
372,201007,1010
373,200808,727
373,200809,902
373,200810,904
373,200811,1623
373,200812,1991
373,200901,3383
373,200902,2726
373,200903,4589
373,200904,1313
373,200905,1041
373,200906,1041
373,200907,846
373,200908,846
373,200909,712
373,200910,857
373,200911,1278
373,200912,1330
373,201001,2345
373,201002,2051
373,201003,1824
373,201004,1297
373,201005,958
373,201006,946
373,201007,831
374,200808,1196
374,200809,1053
374,200810,891
374,200811,1022
374,200812,1181
374,200901,1484
374,200902,1187
374,200903,1076
374,200904,824
374,200905,887
374,200906,892
374,200907,1395
374,200908,1157
374,200909,1200
374,200910,1160
374,200911,1129
374,200912,1235
374,201001,1469
374,201002,1163
374,201003,1073
374,201004,976
374,201005,926
374,201006,1061
374,201007,964
375,200808,880
375,200809,858
375,200810,581
375,200811,847
375,200812,1143
375,200901,1662
375,200902,1066
375,200903,1576
375,200904,562
375,200905,652
375,200906,652
375,200907,688
375,200908,616
375,200909,765
375,200910,668
375,200911,900
375,200912,890
375,201001,1039
375,201002,1064
375,201003,908
375,201004,869
375,201005,789
375,201006,786
375,201007,826
376,200808,989
376,200809,1143
376,200810,874
376,200811,913
376,200812,976
376,200901,1273
376,200902,1205
376,200903,1209
376,200904,1051
376,200905,876
376,200906,778
376,200907,849
376,200908,752
376,200909,1063
376,200910,756
376,200911,760
376,200912,882
376,201001,1074
376,201002,912
376,201003,914
376,201004,634
376,201005,770
376,201006,745
376,201007,935
377,200808,738
377,200809,716
377,200810,699
377,200811,628
377,200812,744
377,200901,1225
377,200902,1727
377,200903,939
377,200904,341
377,200905,368
377,200906,346
377,200907,374
377,200908,370
377,200909,505
377,200910,459
377,200911,432
377,200912,418
377,201001,362
377,201002,367
377,201003,333
377,201004,294
377,201005,299
377,201006,300
377,201007,541
378,200808,140
378,200809,156
378,200810,122
378,200811,142
378,200812,156
378,200901,165
378,200902,151
378,200903,148
378,200904,116
378,200905,160
378,200906,158
378,200907,127
378,200908,139
378,200909,134
378,200910,138
378,200911,142
378,200912,149
378,201001,148
378,201002,148
378,201003,160
378,201004,132
378,201005,152
378,201006,127
378,201007,148
379,200808,1163
379,200809,1309
379,200810,951
379,200811,821
379,200812,795
379,200901,877
379,200902,684
379,200903,877
379,200904,766
379,200905,781
379,200906,836
379,200907,985
379,200908,1054
379,200909,1279
379,200910,957
379,200911,761
379,200912,771
379,201001,900
379,201002,867
379,201003,840
379,201004,809
379,201005,844
379,201006,1036
379,201007,1082
380,200808,461
380,200809,532
380,200810,496
380,200811,519
380,200812,546
380,200901,920
380,200902,902
380,200903,1598
380,200904,636
380,200905,563
380,200906,563
380,200907,490
380,200908,516
380,200909,523
380,200910,487
380,200911,532
380,200912,546
380,201001,899
380,201002,978
380,201003,872
380,201004,677
380,201005,627
380,201006,473
380,201007,379
381,200808,492
381,200809,473
381,200810,459
381,200811,1340
381,200812,2216
381,200901,4431
381,200902,3896
381,200903,4923
381,200904,838
381,200905,421
381,200906,421
381,200907,375
381,200908,484
381,200909,349
381,200910,292
381,200911,1889
381,200912,2293
381,201001,3819
381,201002,3684
381,201003,3243
381,201004,1646
381,201005,339
381,201006,351
381,201007,162
382,200808,1035
382,200809,1038
382,200810,856
382,200811,842
382,200812,738
382,200901,1310
382,200902,1030
382,200903,2186
382,200904,966
382,200905,1254
382,200906,1254
382,200907,1058
382,200908,1185
382,200909,992
382,200910,928
382,200911,835
382,200912,734
382,201001,1152
382,201002,1176
382,201003,953
382,201004,856
382,201005,903
382,201006,1076
382,201007,984
383,200808,296
383,200809,287
383,200810,287
383,200811,604
383,200812,1216
383,200901,1764
383,200902,1874
383,200903,1248
383,200904,989
383,200905,957
383,200906,438
383,200907,428
383,200908,797
383,200909,941
383,200910,682
383,200911,663
383,200912,937
383,201001,1849
383,201002,1585
383,201003,1398
383,201004,1029
383,201005,956
383,201006,637
383,201007,476
384,200808,398
384,200809,429
384,200810,457
384,200811,1053
384,200812,1888
384,200901,2350
384,200902,2449
384,200903,2038
384,200904,1928
384,200905,1414
384,200906,900
384,200907,411
384,200908,220
384,200909,319
384,200910,436
384,200911,1459
384,200912,1596
384,201001,2469
384,201002,2389
384,201003,2149
384,201004,1230
384,201005,1286
384,201006,667
384,201007,436
385,200808,0
385,200809,0
385,200810,0
385,200811,0
385,200812,0
385,200901,0
385,200902,0
385,200903,0
385,200904,0
385,200905,0
385,200906,0
385,200907,0
385,200908,0
385,200909,0
385,200910,2
385,200911,0
385,200912,0
385,201001,0
385,201002,0
385,201003,0
385,201004,0
385,201005,0
385,201006,0
385,201007,0
386,200808,967
386,200809,1161
386,200810,1046
386,200811,1052
386,200812,1716
386,200901,1624
386,200902,1801
386,200903,1124
386,200904,811
386,200905,783
386,200906,852
386,200907,1011
386,200908,1184
386,200909,1198
386,200910,1063
386,200911,1052
386,200912,1067
386,201001,1718
386,201002,1637
386,201003,1329
386,201004,724
386,201005,636
386,201006,791
386,201007,961
387,200808,358
387,200809,505
387,200810,607
387,200811,773
387,200812,772
387,200901,840
387,200902,838
387,200903,641
387,200904,572
387,200905,586
387,200906,530
387,200907,547
387,200908,380
387,200909,596
387,200910,549
387,200911,645
387,200912,664
387,201001,876
387,201002,723
387,201003,685
387,201004,530
387,201005,592
387,201006,546
387,201007,517
388,200808,800
388,200809,976
388,200810,756
388,200811,812
388,200812,964
388,200901,924
388,200902,1179
388,200903,932
388,200904,520
388,200905,918
388,200906,938
388,200907,874
388,200908,1297
388,200909,973
388,200910,1046
388,200911,1192
388,200912,1322
388,201001,1829
388,201002,1269
388,201003,1155
388,201004,708
388,201005,636
388,201006,814
388,201007,864
389,200808,679
389,200809,766
389,200810,752
389,200811,751
389,200812,792
389,200901,818
389,200902,825
389,200903,765
389,200904,583
389,200905,689
389,200906,660
389,200907,738
389,200908,723
389,200909,713
389,200910,825
389,200911,751
389,200912,710
389,201001,868
389,201002,815
389,201003,783
389,201004,705
389,201005,828
389,201006,726
389,201007,749
390,200808,5222
390,200809,5868
390,200810,8005
390,200811,2854
390,200812,3944
390,200901,3839
390,200902,3550
390,200903,3166
390,200904,2423
390,200905,2768
390,200906,3171
390,200907,4532
390,200908,5099
390,200909,4827
390,200910,2987
390,200911,2704
390,200912,3466
390,201001,3743
390,201002,3199
390,201003,2700
390,201004,2766
390,201005,2973
390,201006,3434
390,201007,6350
391,200808,1351
391,200809,1399
391,200810,1434
391,200811,2177
391,200812,2838
391,200901,3633
391,200902,3682
391,200903,3242
391,200904,3970
391,200905,2641
391,200906,1802
391,200907,1679
391,200908,1101
391,200909,1160
391,200910,1474
391,200911,2671
391,200912,2273
391,201001,3490
391,201002,3248
391,201003,2927
391,201004,3118
391,201005,2089
391,201006,1852
391,201007,1408
392,200808,528
392,200809,679
392,200810,525
392,200811,520
392,200812,412
392,200901,574
392,200902,480
392,200903,687
392,200904,490
392,200905,447
392,200906,551
392,200907,668
392,200908,795
392,200909,601
392,200910,688
392,200911,727
392,200912,726
392,201001,565
392,201002,575
392,201003,497
392,201004,562
392,201005,770
392,201006,695
392,201007,842
393,200808,837
393,200809,559
393,200810,342
393,200811,311
393,200812,407
393,200901,559
393,200902,432
393,200903,387
393,200904,388
393,200905,348
393,200906,360
393,200907,525
393,200908,613
393,200909,539
393,200910,423
393,200911,523
393,200912,423
393,201001,450
393,201002,616
393,201003,646
393,201004,534
393,201005,435
393,201006,352
393,201007,609
394,200808,922
394,200809,824
394,200810,844
394,200811,823
394,200812,1061
394,200901,1604
394,200902,1199
394,200903,1097
394,200904,1039
394,200905,858
394,200906,703
394,200907,804
394,200908,1072
394,200909,891
394,200910,889
394,200911,988
394,200912,1078
394,201001,1308
394,201002,992
394,201003,1013
394,201004,865
394,201005,907
394,201006,828
394,201007,1279
395,200808,757
395,200809,891
395,200810,723
395,200811,757
395,200812,758
395,200901,829
395,200902,806
395,200903,698
395,200904,622
395,200905,653
395,200906,703
395,200907,894
395,200908,666
395,200909,819
395,200910,851
395,200911,835
395,200912,766
395,201001,830
395,201002,791
395,201003,766
395,201004,746
395,201005,847
395,201006,964
395,201007,1019
396,200808,1612
396,200809,1667
396,200810,1855
396,200811,2259
396,200812,3809
396,200901,4695
396,200902,5085
396,200903,3652
396,200904,2983
396,200905,2402
396,200906,1755
396,200907,1605
396,200908,1659
396,200909,1589
396,200910,1671
396,200911,2546
396,200912,2557
396,201001,4383
396,201002,3660
396,201003,3066
396,201004,2123
396,201005,1882
396,201006,1251
396,201007,1737
397,200808,423
397,200809,410
397,200810,407
397,200811,441
397,200812,478
397,200901,606
397,200902,1567
397,200903,870
397,200904,659
397,200905,557
397,200906,438
397,200907,442
397,200908,371
397,200909,418
397,200910,417
397,200911,644
397,200912,821
397,201001,1016
397,201002,467
397,201003,511
397,201004,424
397,201005,476
397,201006,351
397,201007,453
398,200808,270
398,200809,446
398,200810,405
398,200811,341
398,200812,587
398,200901,519
398,200902,333
398,200903,500
398,200904,261
398,200905,377
398,200906,377
398,200907,310
398,200908,314
398,200909,299
398,200910,459
398,200911,318
398,200912,515
398,201001,515
398,201002,500
398,201003,0
398,201004,684
398,201005,345
398,201006,0
398,201007,368
399,200808,3216
399,200809,3262
399,200810,3824
399,200811,5552
399,200812,8109
399,200901,13524
399,200902,10588
399,200903,10045
399,200904,8312
399,200905,6123
399,200906,4591
399,200907,4896
399,200908,3448
399,200909,3422
399,200910,3643
399,200911,7362
399,200912,7868
399,201001,13138
399,201002,10914
399,201003,10636
399,201004,7178
399,201005,4835
399,201006,4657
399,201007,4012
400,200808,1089
400,200809,1366
400,200810,1016
400,200811,1308
400,200812,1448
400,200901,1649
400,200902,1322
400,200903,1233
400,200904,1243
400,200905,1320
400,200906,1258
400,200907,1088
400,200908,1414
400,200909,1254
400,200910,1272
400,200911,1471
400,200912,1539
400,201001,1509
400,201002,1303
400,201003,1220
400,201004,1231
400,201005,1503
400,201006,1154
400,201007,1348
401,200808,1433
401,200809,1712
401,200810,1613
401,200811,1762
401,200812,2780
401,200901,4436
401,200902,4369
401,200903,3496
401,200904,2853
401,200905,2719
401,200906,2004
401,200907,1663
401,200908,1497
401,200909,1433
401,200910,1358
401,200911,2017
401,200912,2591
401,201001,4582
401,201002,3906
401,201003,4047
401,201004,2655
401,201005,2387
401,201006,1762
401,201007,1573
402,200808,1031
402,200809,1114
402,200810,782
402,200811,1286
402,200812,1939
402,200901,3374
402,200902,2498
402,200903,3951
402,200904,1092
402,200905,948
402,200906,948
402,200907,860
402,200908,931
